ISO3,country,adm1_name,adm2_name,mkt_name,lat,lon,geo_id,price_date,year,month,currency,components,start_dense_data,last_survey_point,data_coverage,data_coverage_recent,index_confidence_score,spatially_interpolated,cowpeas,groundnuts,maize,maize_meal,oil,rice,sugar,wheat_flour,o_cowpeas,h_cowpeas,l_cowpeas,c_cowpeas,inflation_cowpeas,trust_cowpeas,o_groundnuts,h_groundnuts,l_groundnuts,c_groundnuts,inflation_groundnuts,trust_groundnuts,o_maize,h_maize,l_maize,c_maize,inflation_maize,trust_maize,o_maize_meal,h_maize_meal,l_maize_meal,c_maize_meal,inflation_maize_meal,trust_maize_meal,o_oil,h_oil,l_oil,c_oil,inflation_oil,trust_oil,o_rice,h_rice,l_rice,c_rice,inflation_rice,trust_rice,o_sugar,h_sugar,l_sugar,c_sugar,inflation_sugar,trust_sugar,o_wheat_flour,h_wheat_flour,l_wheat_flour,c_wheat_flour,inflation_wheat_flour,trust_wheat_flour,o_food_price_index,h_food_price_index,l_food_price_index,c_food_price_index,inflation_food_price_index,trust_food_price_index,year_month
MOZ,Mozambique,Zambezia,Alto_Molocue,Alto Molócuè,-15.63,37.69,gid_-156300000376900000,2011-10-01,2011,10,MZN,"cowpeas (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), maize_meal (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sugar (1 KG, Index Weight = 1), wheat_flour (1 KG, Index Weight = 1)",Jan 2007,Jan 2025,15.72,0.78,0.91,0,,25.0,,30.0,,30.0,35.0,,12.41,14.82,10.0,10.04,-72.98,9.4,20.54,25.0,18.16,25.0,-55.61,10.0,5.3,6.62,4.84,6.62,-8.65,10.0,31.64,32.77,30.0,30.0,-10.5,9.8,66.5,72.2,60.8,64.01,-1.52,9.8,30.22,31.36,29.07,30.0,20.06,9.6,36.14,37.65,34.62,35.0,40.0,9.9,24.52,25.83,23.21,23.49,-26.74,9.5,0.56,0.59,0.54,0.56,-20.31,9.5,2011-10
MOZ,Mozambique,Zambezia,Alto_Molocue,Alto Molócuè,-15.63,37.69,gid_-156300000376900000,2011-11-01,2011,11,MZN,"cowpeas (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), maize_meal (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sugar (1 KG, Index Weight = 1), wheat_flour (1 KG, Index Weight = 1)",Jan 2007,Jan 2025,15.72,0.78,0.91,0,7.0,20.0,,30.0,,30.0,35.0,,10.33,12.19,8.46,8.75,-77.75,9.5,26.24,29.38,21.29,21.29,-63.96,10.0,7.04,7.67,6.42,6.69,-4.48,10.0,30.33,31.41,29.25,30.0,-12.02,9.7,62.68,67.6,57.76,63.99,57.39,9.9,30.2,31.33,29.07,30.0,17.14,9.5,35.27,36.61,33.94,35.0,40.0,9.9,24.12,25.47,22.76,24.32,-25.01,9.5,0.55,0.58,0.53,0.55,-16.4,9.5,2011-11
MOZ,Mozambique,Zambezia,Alto_Molocue,Alto Molócuè,-15.63,37.69,gid_-156300000376900000,2012-01-01,2012,1,MZN,"cowpeas (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), maize_meal (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sugar (1 KG, Index Weight = 1), wheat_flour (1 KG, Index Weight = 1)",Jan 2007,Jan 2025,15.72,0.78,0.91,0,6.0,30.4,,37.5,90.0,,40.0,33.5,8.9,10.22,7.58,7.87,-79.27,9.7,28.52,33.95,23.08,30.4,-46.18,10.0,6.98,7.58,6.38,6.46,-13.9,10.0,33.47,37.5,31.82,37.5,10.75,9.7,63.85,90.0,59.97,90.0,3.68,10.0,30.19,31.29,29.1,30.0,17.14,9.6,37.0,38.22,35.68,35.68,41.35,9.9,24.54,25.55,23.54,24.01,-27.32,9.6,0.59,0.66,0.56,0.66,-14.54,9.5,2012-01
MOZ,Mozambique,Zambezia,Alto_Molocue,Alto Molócuè,-15.63,37.69,gid_-156300000376900000,2012-02-01,2012,2,MZN,"cowpeas (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), maize_meal (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sugar (1 KG, Index Weight = 1), wheat_flour (1 KG, Index Weight = 1)",Jan 2007,Jan 2025,15.72,0.78,0.91,0,24.88,44.13,,40.0,90.0,30.0,35.0,35.0,8.0,12.28,6.94,12.28,-68.96,10.0,32.66,44.13,28.82,44.13,-23.82,10.0,6.11,6.67,5.55,6.66,4.36,10.0,37.09,40.0,34.95,40.0,17.29,9.7,90.16,100.07,80.25,90.0,6.97,10.0,30.19,31.27,29.11,30.0,8.78,9.6,35.7,36.84,34.56,35.3,27.1,9.9,24.18,25.04,23.32,23.52,-28.69,9.6,0.67,0.71,0.63,0.71,-9.2,9.6,2012-02
MOZ,Mozambique,Zambezia,Alto_Molocue,Alto Molócuè,-15.63,37.69,gid_-156300000376900000,2012-03-01,2012,3,MZN,"cowpeas (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), maize_meal (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sugar (1 KG, Index Weight = 1), wheat_flour (1 KG, Index Weight = 1)",Jan 2007,Jan 2025,15.72,0.78,0.91,0,,40.0,,,100.0,30.0,35.0,22.0,11.08,17.87,8.26,17.87,-54.86,10.0,43.14,52.2,34.08,40.0,-31.64,10.0,6.49,7.06,5.01,5.01,-10.22,10.0,39.71,41.93,36.89,36.89,8.06,9.7,94.2,102.89,85.52,95.67,11.16,10.0,30.19,31.26,29.13,30.0,11.69,9.7,35.62,36.64,34.6,34.98,16.61,9.9,23.85,24.62,23.0,23.0,-30.37,9.6,0.73,0.77,0.69,0.71,-9.68,9.6,2012-03
MOZ,Mozambique,Zambezia,Alto_Molocue,Alto Molócuè,-15.63,37.69,gid_-156300000376900000,2012-04-01,2012,4,MZN,"cowpeas (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), maize_meal (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sugar (1 KG, Index Weight = 1), wheat_flour (1 KG, Index Weight = 1)",Jan 2007,Jan 2025,15.72,0.78,0.91,0,24.25,36.5,,35.0,85.0,,35.0,22.0,17.19,24.25,12.15,24.25,-38.38,10.0,41.74,47.11,36.37,36.5,-37.33,10.0,5.0,5.47,4.53,5.33,6.57,10.0,37.47,39.45,35.0,35.0,2.88,9.7,98.27,106.39,85.0,85.0,-1.98,10.0,30.19,31.24,29.14,29.26,-0.93,9.7,34.97,35.9,34.04,35.0,8.44,9.9,23.33,24.04,22.62,23.38,-29.46,9.7,0.72,0.76,0.69,0.69,-14.0,9.7,2012-04
MOZ,Mozambique,Zambezia,Alto_Molocue,Alto Molócuè,-15.63,37.69,gid_-156300000376900000,2012-05-01,2012,5,MZN,"cowpeas (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), maize_meal (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sugar (1 KG, Index Weight = 1), wheat_flour (1 KG, Index Weight = 1)",Jan 2007,Jan 2025,15.72,0.78,0.91,0,26.33,35.0,5.83,,80.0,,,,22.86,29.73,15.98,26.33,-40.52,10.0,33.86,37.82,29.9,35.0,-41.51,10.0,5.62,6.1,5.13,5.83,16.6,10.0,35.44,37.25,33.63,35.46,8.35,9.7,87.28,94.8,79.76,80.0,-4.76,10.0,29.41,30.43,28.4,28.53,-2.12,9.7,35.32,36.16,34.48,34.67,-0.95,9.9,23.66,24.26,22.71,22.71,-32.75,9.6,0.69,0.72,0.66,0.67,-17.06,9.6,2012-05
MOZ,Mozambique,Zambezia,Alto_Molocue,Alto Molócuè,-15.63,37.69,gid_-156300000376900000,2012-06-01,2012,6,MZN,"cowpeas (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), maize_meal (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sugar (1 KG, Index Weight = 1), wheat_flour (1 KG, Index Weight = 1)",Jan 2007,Jan 2025,15.72,0.78,0.91,0,,,6.1,,83.33,28.67,,20.67,26.63,33.25,20.0,28.99,-21.51,10.0,36.37,49.07,33.86,49.07,46.62,10.0,6.11,6.62,5.6,6.1,10.91,10.0,35.67,37.27,34.06,34.61,-4.52,9.7,80.0,86.65,73.35,83.33,4.16,10.0,28.63,29.61,27.66,28.67,-4.43,9.7,34.7,35.48,33.91,34.22,-6.07,9.9,22.94,23.58,20.67,20.67,-31.1,9.6,0.67,0.72,0.64,0.72,-1.01,9.6,2012-06
MOZ,Mozambique,Zambezia,Alto_Molocue,Alto Molócuè,-15.63,37.69,gid_-156300000376900000,2012-07-01,2012,7,MZN,"cowpeas (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), maize_meal (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sugar (1 KG, Index Weight = 1), wheat_flour (1 KG, Index Weight = 1)",Jan 2007,Jan 2025,15.72,0.78,0.91,0,,58.4,,33.8,76.0,26.2,,21.8,28.1,37.63,21.7,37.63,41.27,9.9,52.16,61.53,42.8,58.4,133.6,10.0,6.2,7.0,5.68,7.0,31.33,10.0,34.87,36.28,33.46,33.8,-2.23,9.7,82.86,89.07,76.0,76.0,-5.92,10.0,28.79,29.75,26.2,26.2,-12.67,9.8,34.46,35.19,33.74,34.75,-13.13,9.9,21.22,22.15,20.29,21.8,-27.33,9.5,0.72,0.75,0.69,0.74,8.54,9.6,2012-07
MOZ,Mozambique,Zambezia,Alto_Molocue,Alto Molócuè,-15.63,37.69,gid_-156300000376900000,2012-08-01,2012,8,MZN,"cowpeas (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), maize_meal (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sugar (1 KG, Index Weight = 1), wheat_flour (1 KG, Index Weight = 1)",Jan 2007,Jan 2025,15.72,0.78,0.91,0,,79.96,,,72.5,,34.0,21.0,36.49,49.02,28.01,49.02,202.34,9.8,57.75,79.96,49.77,79.96,219.84,10.0,7.16,8.17,6.56,8.17,43.02,10.0,34.14,35.4,32.89,34.1,3.09,9.6,76.51,81.95,71.07,72.5,-9.37,10.0,26.24,27.92,25.34,27.92,-6.93,9.7,34.84,35.53,34.0,34.0,-9.13,9.9,22.22,22.93,21.0,21.0,-12.28,9.6,0.76,0.82,0.73,0.82,29.96,9.6,2012-08
MOZ,Mozambique,Zambezia,Alto_Molocue,Alto Molócuè,-15.63,37.69,gid_-156300000376900000,2012-09-01,2012,9,MZN,"cowpeas (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), maize_meal (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sugar (1 KG, Index Weight = 1), wheat_flour (1 KG, Index Weight = 1)",Jan 2007,Jan 2025,15.72,0.78,0.91,0,,72.24,8.0,,75.0,,,,46.66,57.93,35.4,36.4,198.97,9.8,85.41,102.38,68.43,72.24,231.1,10.0,8.63,9.34,7.91,8.0,45.45,10.0,34.22,35.33,33.11,33.87,8.69,9.6,72.02,76.79,67.25,75.0,13.24,10.0,28.0,28.97,27.03,28.78,-4.08,9.8,34.28,34.96,33.6,33.76,-7.06,9.8,21.2,22.0,20.4,21.51,-8.25,9.6,0.83,0.87,0.78,0.78,36.58,9.6,2012-09
MOZ,Mozambique,Zambezia,Alto_Molocue,Alto Molócuè,-15.63,37.69,gid_-156300000376900000,2012-10-01,2012,10,MZN,"cowpeas (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), maize_meal (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sugar (1 KG, Index Weight = 1), wheat_flour (1 KG, Index Weight = 1)",Jan 2007,Jan 2025,15.72,0.78,0.91,0,50.87,65.13,10.48,,71.67,29.67,33.0,21.67,38.71,50.87,30.94,50.87,406.85,9.9,69.98,81.38,58.59,65.13,160.52,10.0,8.29,10.48,7.61,10.48,58.25,10.0,34.12,35.1,33.15,34.38,14.6,9.7,74.46,78.96,69.97,71.67,11.96,10.0,29.04,30.03,28.05,29.67,-1.1,9.9,33.75,34.4,33.0,33.0,-5.71,9.8,21.75,22.38,21.12,21.67,-7.76,9.6,0.8,0.83,0.76,0.8,41.36,9.6,2012-10
MOZ,Mozambique,Zambezia,Alto_Molocue,Alto Molócuè,-15.63,37.69,gid_-156300000376900000,2012-11-01,2012,11,MZN,"cowpeas (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), maize_meal (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sugar (1 KG, Index Weight = 1), wheat_flour (1 KG, Index Weight = 1)",Jan 2007,Jan 2025,15.72,0.78,0.91,0,30.86,65.02,11.43,35.0,60.0,29.5,,22.0,45.92,57.17,30.86,30.86,252.75,9.9,62.36,69.24,55.48,65.02,205.41,10.0,11.17,12.22,10.13,11.43,70.94,10.0,34.45,35.33,33.58,35.0,16.67,9.7,72.02,75.95,60.0,60.0,-6.24,10.0,29.99,31.0,28.98,29.5,-1.67,9.9,33.23,34.27,32.59,34.27,-2.09,9.9,21.78,22.37,21.19,22.0,-9.56,9.6,0.79,0.82,0.72,0.72,30.92,9.6,2012-11
MOZ,Mozambique,Zambezia,Alto_Molocue,Alto Molócuè,-15.63,37.69,gid_-156300000376900000,2012-12-01,2012,12,MZN,"cowpeas (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), maize_meal (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sugar (1 KG, Index Weight = 1), wheat_flour (1 KG, Index Weight = 1)",Jan 2007,Jan 2025,15.72,0.78,0.91,0,43.51,69.03,11.43,35.0,50.0,29.33,34.67,22.0,34.39,43.51,27.61,43.51,388.36,10.0,69.09,73.72,64.45,69.03,144.91,10.0,11.86,12.96,10.76,11.43,68.24,10.0,35.13,35.93,34.33,35.0,3.1,9.8,59.94,64.46,50.0,50.0,-21.94,10.0,29.79,30.78,28.8,29.33,-2.23,10.0,34.38,35.09,33.67,34.67,-4.79,9.9,22.05,22.56,21.54,22.0,-9.73,9.7,0.73,0.76,0.69,0.74,26.78,9.7,2012-12
MOZ,Mozambique,Zambezia,Alto_Molocue,Alto Molócuè,-15.63,37.69,gid_-156300000376900000,2013-01-01,2013,1,MZN,"cowpeas (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), maize_meal (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sugar (1 KG, Index Weight = 1), wheat_flour (1 KG, Index Weight = 1)",Jan 2007,Jan 2025,15.72,0.78,0.91,0,,60.54,11.29,35.0,50.0,,36.25,22.0,37.79,54.06,28.28,54.06,587.17,10.0,66.06,69.36,60.54,60.54,99.14,10.0,11.52,12.58,10.46,11.29,74.83,10.0,35.13,35.84,34.43,35.0,-6.67,9.8,48.9,53.26,44.54,50.0,-44.44,10.0,29.55,30.52,28.58,29.64,-1.19,10.0,35.18,36.25,34.5,36.25,1.59,9.9,22.11,22.56,21.66,22.0,-8.36,9.7,0.73,0.76,0.7,0.75,14.07,9.7,2013-01
MOZ,Mozambique,Zambezia,Alto_Molocue,Alto Molócuè,-15.63,37.69,gid_-156300000376900000,2013-02-01,2013,2,MZN,"cowpeas (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), maize_meal (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sugar (1 KG, Index Weight = 1), wheat_flour (1 KG, Index Weight = 1)",Jan 2007,Jan 2025,15.72,0.78,0.91,0,112.72,,,35.0,70.0,30.0,,22.0,56.04,87.08,43.44,87.08,608.79,10.0,60.64,64.06,57.41,64.06,45.15,10.0,11.17,12.17,10.16,11.06,66.11,10.0,35.23,35.85,34.6,35.0,-12.5,9.8,48.33,70.0,44.47,70.0,-22.22,10.0,29.85,30.82,28.89,30.0,0.0,10.0,36.49,37.24,35.74,35.84,1.54,9.9,22.1,22.5,21.71,22.0,-6.44,9.6,0.76,0.89,0.73,0.89,25.95,9.7,2013-02
MOZ,Mozambique,Zambezia,Alto_Molocue,Alto Molócuè,-15.63,37.69,gid_-156300000376900000,2013-03-01,2013,3,MZN,"cowpeas (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), maize_meal (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sugar (1 KG, Index Weight = 1), wheat_flour (1 KG, Index Weight = 1)",Jan 2007,Jan 2025,15.72,0.78,0.91,0,55.98,64.91,12.38,35.0,63.33,29.67,,22.33,74.45,99.04,49.87,55.98,213.33,10.0,65.26,68.29,62.23,64.91,62.27,10.0,11.07,12.38,10.12,12.38,146.89,10.0,35.15,35.71,34.59,35.0,-5.12,9.9,69.04,77.88,60.2,63.33,-33.8,10.0,30.23,31.2,29.27,29.67,-1.1,10.0,36.38,37.1,35.67,36.26,3.65,9.9,22.16,22.51,21.82,22.33,-2.92,9.6,0.9,0.95,0.8,0.8,12.86,9.7,2013-03
MOZ,Mozambique,Zambezia,Alto_Molocue,Alto Molócuè,-15.63,37.69,gid_-156300000376900000,2013-04-01,2013,4,MZN,"cowpeas (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), maize_meal (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sugar (1 KG, Index Weight = 1), wheat_flour (1 KG, Index Weight = 1)",Jan 2007,Jan 2025,15.72,0.78,0.91,0,57.3,,7.62,,,29.67,37.0,22.33,63.92,78.3,49.55,57.3,136.29,10.0,63.88,66.11,58.92,58.92,61.43,10.0,13.05,14.11,9.24,9.24,73.35,10.0,35.23,35.75,34.73,35.75,2.15,9.9,65.78,73.0,58.57,64.47,-24.15,10.0,29.88,30.82,28.94,29.67,1.42,9.9,36.31,37.0,35.63,37.0,5.71,9.9,22.42,22.74,22.11,22.33,-4.47,9.6,0.83,0.88,0.78,0.79,14.97,9.7,2013-04
MOZ,Mozambique,Zambezia,Alto_Molocue,Alto Molócuè,-15.63,37.69,gid_-156300000376900000,2013-05-01,2013,5,MZN,"cowpeas (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), maize_meal (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sugar (1 KG, Index Weight = 1), wheat_flour (1 KG, Index Weight = 1)",Jan 2007,Jan 2025,15.72,0.78,0.91,0,55.74,,7.14,37.5,,,36.0,22.0,51.93,64.93,38.92,55.74,111.7,10.0,58.73,61.54,54.81,54.81,56.6,10.0,9.14,10.11,7.14,7.14,22.47,10.0,35.79,37.5,35.3,37.5,5.75,9.9,65.02,71.47,58.57,67.59,-15.52,10.0,29.86,30.78,28.93,29.71,4.15,9.9,37.59,38.28,36.0,36.0,3.84,9.9,22.44,22.72,22.0,22.0,-3.12,9.6,0.78,0.82,0.73,0.78,15.63,9.7,2013-05
MOZ,Mozambique,Zambezia,Alto_Molocue,Alto Molócuè,-15.63,37.69,gid_-156300000376900000,2013-06-01,2013,6,MZN,"cowpeas (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), maize_meal (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sugar (1 KG, Index Weight = 1), wheat_flour (1 KG, Index Weight = 1)",Jan 2007,Jan 2025,15.72,0.78,0.91,0,49.64,,7.86,,70.0,30.0,35.5,,60.3,71.37,43.25,43.25,49.22,10.0,54.08,56.72,51.43,51.82,5.61,10.0,6.61,7.86,5.83,7.86,28.85,10.0,37.47,38.2,35.75,35.75,3.3,9.9,68.29,74.3,62.29,70.0,-16.0,10.0,29.9,30.82,28.99,30.0,4.64,9.9,35.99,36.79,35.19,35.5,3.75,9.9,22.17,22.48,21.87,22.07,6.79,9.7,0.78,0.82,0.73,0.74,3.71,9.7,2013-06
MOZ,Mozambique,Zambezia,Alto_Molocue,Alto Molócuè,-15.63,37.69,gid_-156300000376900000,2013-07-01,2013,7,MZN,"cowpeas (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), maize_meal (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sugar (1 KG, Index Weight = 1), wheat_flour (1 KG, Index Weight = 1)",Jan 2007,Jan 2025,15.72,0.78,0.91,0,9.5,49.14,8.19,35.0,70.0,29.0,,22.0,41.8,50.65,32.94,33.52,-10.91,10.0,51.77,53.87,49.14,49.14,-15.86,10.0,7.75,8.62,6.87,8.19,17.01,10.0,36.11,36.92,35.0,35.0,3.55,9.9,71.12,76.62,65.62,70.0,-7.89,10.0,30.21,31.12,29.0,29.0,10.69,9.9,35.79,36.53,35.04,36.25,4.33,9.9,22.28,22.53,22.0,22.0,0.92,9.7,0.75,0.78,0.71,0.71,-4.22,9.7,2013-07
MOZ,Mozambique,Zambezia,Alto_Molocue,Alto Molócuè,-15.63,37.69,gid_-156300000376900000,2013-08-01,2013,8,MZN,"cowpeas (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), maize_meal (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sugar (1 KG, Index Weight = 1), wheat_flour (1 KG, Index Weight = 1)",Jan 2007,Jan 2025,15.72,0.78,0.91,0,13.0,40.0,9.14,35.0,70.0,30.0,,22.0,36.45,42.85,26.95,26.95,-45.03,10.0,48.77,50.74,40.0,40.0,-49.97,10.0,8.78,9.66,7.9,9.14,11.92,10.0,35.35,36.13,34.57,35.0,2.65,10.0,71.18,76.05,66.32,70.0,-3.45,10.0,29.16,30.04,28.29,30.0,7.45,9.9,36.34,37.05,35.62,35.77,5.21,9.9,22.17,22.43,21.91,22.0,4.76,9.7,0.71,0.74,0.67,0.67,-17.69,9.8,2013-08
MOZ,Mozambique,Zambezia,Alto_Molocue,Alto Molócuè,-15.63,37.69,gid_-156300000376900000,2013-09-01,2013,9,MZN,"cowpeas (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), maize_meal (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sugar (1 KG, Index Weight = 1), wheat_flour (1 KG, Index Weight = 1)",Jan 2007,Jan 2025,15.72,0.78,0.91,0,20.75,,,35.0,,,,,26.14,31.39,20.75,20.75,-43.0,10.0,38.83,42.66,34.99,42.23,-41.54,10.0,10.1,11.05,9.15,10.23,27.85,10.0,35.17,35.87,34.47,35.0,3.33,9.9,70.84,75.16,66.51,70.31,-6.25,10.0,30.18,31.08,29.28,29.68,3.14,9.8,36.15,36.84,35.47,35.9,6.35,9.9,22.18,22.42,21.95,22.0,2.28,9.7,0.67,0.7,0.64,0.67,-14.04,9.8,2013-09
MOZ,Mozambique,Zambezia,Alto_Molocue,Alto Molócuè,-15.63,37.69,gid_-156300000376900000,2013-10-01,2013,10,MZN,"cowpeas (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), maize_meal (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sugar (1 KG, Index Weight = 1), wheat_flour (1 KG, Index Weight = 1)",Jan 2007,Jan 2025,15.72,0.78,0.91,0,25.0,40.0,14.29,35.0,,30.0,35.0,,22.42,26.23,18.6,25.0,-50.86,10.0,43.05,46.26,39.85,40.0,-38.58,10.0,10.6,14.29,9.58,14.29,36.35,10.0,35.23,35.85,34.61,35.0,1.81,9.9,70.96,74.83,67.1,69.15,-3.52,10.0,29.9,30.77,29.02,30.0,1.11,9.8,35.92,36.57,35.0,35.0,6.06,9.9,22.17,22.4,21.94,21.99,1.5,9.7,0.67,0.69,0.64,0.68,-14.65,9.8,2013-10
MOZ,Mozambique,Zambezia,Alto_Molocue,Alto Molócuè,-15.63,37.69,gid_-156300000376900000,2013-12-01,2013,12,MZN,"cowpeas (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), maize_meal (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sugar (1 KG, Index Weight = 1), wheat_flour (1 KG, Index Weight = 1)",Jan 2007,Jan 2025,15.72,0.78,0.91,0,30.0,,,35.0,67.0,29.4,,22.0,28.08,32.24,23.92,30.0,-31.05,10.0,43.7,47.05,40.77,47.05,-31.84,10.0,10.75,12.17,9.32,11.88,3.94,10.0,35.35,35.85,34.86,35.0,0.0,9.8,69.64,72.75,66.53,67.0,34.0,10.0,28.89,29.73,28.06,29.4,0.24,9.7,35.06,35.69,34.44,35.17,1.43,9.9,22.17,22.38,21.97,22.0,0.0,9.6,0.69,0.71,0.67,0.7,-5.92,9.7,2013-12
MOZ,Mozambique,Zambezia,Alto_Molocue,Alto Molócuè,-15.63,37.69,gid_-156300000376900000,2014-01-01,2014,1,MZN,"cowpeas (1 KG, Index Weight = 1), groundnuts (1 KG, Index Weight = 1), maize (1 KG, Index Weight = 1), maize_meal (1 KG, Index Weight = 1), oil (1 L, Index Weight = 1), rice (1 KG, Index Weight = 1), sugar (1 KG, Index Weight = 1), wheat_flour (1 KG, Index Weight = 1)",Jan 2007,Jan 2025,15.72,0.78,0.91,0,31.67,55.0,,35.33,75.0,27.33,35.0,22.0,27.99,32.11,23.87,31.67,-41.42,10.0,48.93,55.0,46.13,55.0,-9.15,10.0,12.06,13.55,10.57,11.22,-0.61,10.0,35.17,35.63,34.72,35.33,0.94,9.8,67.42,75.0,64.56,75.0,50.0,10.0,29.54,30.39,27.33,27.33,-7.8,9.7,35.56,36.16,34.97,35.0,-3.45,9.9,22.16,22.36,21.96,22.0,0.0,9.6,0.7,0.73,0.68,0.73,-2.08,9.7,2014-01
