ISO3,country,adm1_name,adm2_name,mkt_name,lat,lon,geo_id,price_date,year,month,currency,components,start_dense_data,last_survey_point,data_coverage,data_coverage_recent,index_confidence_score,spatially_interpolated,bananas,beans,eggs,fish,maize_flour,meat_beef,meat_goat,millet,onions,oranges,rice,salt,sorghum,tomatoes,watermelons,yam,o_bananas,h_bananas,l_bananas,c_bananas,inflation_bananas,trust_bananas,o_beans,h_beans,l_beans,c_beans,inflation_beans,trust_beans,o_eggs,h_eggs,l_eggs,c_eggs,inflation_eggs,trust_eggs,o_fish,h_fish,l_fish,c_fish,inflation_fish,trust_fish,o_maize_flour,h_maize_flour,l_maize_flour,c_maize_flour,inflation_maize_flour,trust_maize_flour,o_meat_beef,h_meat_beef,l_meat_beef,c_meat_beef,inflation_meat_beef,trust_meat_beef,o_meat_goat,h_meat_goat,l_meat_goat,c_meat_goat,inflation_meat_goat,trust_meat_goat,o_millet,h_millet,l_millet,c_millet,inflation_millet,trust_millet,o_onions,h_onions,l_onions,c_onions,inflation_onions,trust_onions,o_oranges,h_oranges,l_oranges,c_oranges,inflation_oranges,trust_oranges,o_rice,h_rice,l_rice,c_rice,inflation_rice,trust_rice,o_salt,h_salt,l_salt,c_salt,inflation_salt,trust_salt,o_sorghum,h_sorghum,l_sorghum,c_sorghum,inflation_sorghum,trust_sorghum,o_tomatoes,h_tomatoes,l_tomatoes,c_tomatoes,inflation_tomatoes,trust_tomatoes,o_watermelons,h_watermelons,l_watermelons,c_watermelons,inflation_watermelons,trust_watermelons,o_yam,h_yam,l_yam,c_yam,inflation_yam,trust_yam,o_food_price_index,h_food_price_index,l_food_price_index,c_food_price_index,inflation_food_price_index,trust_food_price_index,year_month
NGA,Nigeria,Abia,Oboma Ngwa,Aba,5.15,7.36,gid_5150000073600000,2015-10-01,2015,10,NGN,"bananas (1.3 KG, Index Weight = 0.77), beans (2.5 KG, Index Weight = 0.4), eggs (30 pcs, Index Weight = 0.33), fish (1 KG, Index Weight = 1), maize_flour (2.1 KG, Index Weight = 0.48), meat_beef (1 KG, Index Weight = 1), meat_goat (1 KG, Index Weight = 1), millet (2.6 KG, Index Weight = 0.38), onions (0.5 KG, Index Weight = 2), oranges (400 G, Index Weight = 2.5), rice (2.8 KG, Index Weight = 0.36), salt (250 G, Index Weight = 4), sorghum (2.7 KG, Index Weight = 0.37), tomatoes (0.5 KG, Index Weight = 2), watermelons (2.1 KG, Index Weight = 0.48), yam (2.5 KG, Index Weight = 0.4)",Aug 2013,Jun 2025,20.89,35.15,0.91,0,,,,,,,,362.0,,,640.0,,,,,354.0,139.38,142.14,136.62,138.6,10.04,8.8,696.78,731.97,661.6,683.63,11.99,8.9,835.04,855.04,815.05,841.77,18.75,9.6,119.01,122.44,115.57,118.98,19.87,8.4,372.79,385.67,359.91,369.5,14.23,8.9,799.56,815.27,783.85,813.31,15.31,9.5,807.04,826.8,787.28,819.22,15.22,9.5,371.85,389.27,354.43,362.04,14.65,9.1,68.6,70.46,66.88,70.46,16.65,9.7,61.34,62.51,60.16,62.1,16.14,9.1,623.66,643.36,603.95,640.0,17.97,9.6,220.27,223.84,216.71,217.63,-3.69,9.7,312.36,325.06,299.67,308.01,14.72,9.0,35.65,37.39,34.19,37.39,17.77,9.1,123.44,127.27,119.61,120.16,17.18,8.7,389.95,406.29,354.0,354.0,17.87,9.0,0.69,0.7,0.68,0.68,11.3,9.2,2015-10
NGA,Nigeria,Abia,Oboma Ngwa,Aba,5.15,7.36,gid_5150000073600000,2015-11-01,2015,11,NGN,"bananas (1.3 KG, Index Weight = 0.77), beans (2.5 KG, Index Weight = 0.4), eggs (30 pcs, Index Weight = 0.33), fish (1 KG, Index Weight = 1), maize_flour (2.1 KG, Index Weight = 0.48), meat_beef (1 KG, Index Weight = 1), meat_goat (1 KG, Index Weight = 1), millet (2.6 KG, Index Weight = 0.38), onions (0.5 KG, Index Weight = 2), oranges (400 G, Index Weight = 2.5), rice (2.8 KG, Index Weight = 0.36), salt (250 G, Index Weight = 4), sorghum (2.7 KG, Index Weight = 0.37), tomatoes (0.5 KG, Index Weight = 2), watermelons (2.1 KG, Index Weight = 0.48), yam (2.5 KG, Index Weight = 0.4)",Aug 2013,Jun 2025,20.89,35.15,0.91,0,,,,,,,,295.0,,,708.0,,,,,292.0,140.35,143.17,135.73,135.73,9.55,8.8,689.64,725.19,654.09,661.9,12.57,9.0,858.16,875.58,833.76,833.76,17.99,9.6,121.78,125.36,114.49,114.49,17.41,8.4,373.27,386.33,356.43,356.43,13.25,8.9,835.7,852.17,814.94,814.94,15.37,9.5,835.62,853.95,817.29,823.89,15.0,9.5,365.49,382.94,348.03,350.12,14.74,9.1,72.55,74.39,69.32,69.32,15.79,9.8,63.61,64.87,61.14,61.14,15.34,9.1,655.5,708.0,636.49,708.0,24.25,9.6,217.76,221.17,214.35,219.25,-2.67,9.8,310.22,322.97,295.65,295.65,14.91,9.0,37.3,38.79,35.68,35.68,17.49,9.1,122.26,125.41,116.73,116.73,14.75,8.7,341.05,361.69,292.0,292.0,5.44,9.0,0.69,0.71,0.68,0.68,11.27,9.2,2015-11
NGA,Nigeria,Abia,Oboma Ngwa,Aba,5.15,7.36,gid_5150000073600000,2015-12-01,2015,12,NGN,"bananas (1.3 KG, Index Weight = 0.77), beans (2.5 KG, Index Weight = 0.4), eggs (30 pcs, Index Weight = 0.33), fish (1 KG, Index Weight = 1), maize_flour (2.1 KG, Index Weight = 0.48), meat_beef (1 KG, Index Weight = 1), meat_goat (1 KG, Index Weight = 1), millet (2.6 KG, Index Weight = 0.38), onions (0.5 KG, Index Weight = 2), oranges (400 G, Index Weight = 2.5), rice (2.8 KG, Index Weight = 0.36), salt (250 G, Index Weight = 4), sorghum (2.7 KG, Index Weight = 0.37), tomatoes (0.5 KG, Index Weight = 2), watermelons (2.1 KG, Index Weight = 0.48), yam (2.5 KG, Index Weight = 0.4)",Aug 2013,Jun 2025,20.89,35.15,0.91,0,,,,,,,,,,,708.0,,,,,,135.58,138.31,132.85,136.07,9.07,8.8,660.67,695.36,625.98,653.65,13.43,8.9,847.62,866.44,828.8,839.44,15.89,9.6,114.43,117.71,111.15,116.11,17.37,8.4,353.65,366.25,341.06,356.25,14.69,8.9,821.79,838.27,805.3,819.52,12.77,9.5,835.64,852.73,818.56,826.93,11.85,9.5,346.06,363.06,329.06,337.82,14.52,9.1,69.65,71.38,67.92,70.51,13.89,9.7,61.76,62.91,60.62,61.84,14.25,9.1,745.25,779.09,708.0,708.0,19.19,9.6,219.34,222.61,216.08,218.77,-3.88,9.8,293.56,305.81,281.3,293.4,17.28,9.0,35.59,36.86,34.32,35.95,22.06,9.1,116.29,119.6,112.98,118.1,12.92,8.7,264.01,309.07,242.46,309.07,15.76,9.0,0.68,0.69,0.67,0.68,9.99,9.2,2015-12
NGA,Nigeria,Abia,Oboma Ngwa,Aba,5.15,7.36,gid_5150000073600000,2016-01-01,2016,1,NGN,"bananas (1.3 KG, Index Weight = 0.77), beans (2.5 KG, Index Weight = 0.4), eggs (30 pcs, Index Weight = 0.33), fish (1 KG, Index Weight = 1), maize_flour (2.1 KG, Index Weight = 0.48), meat_beef (1 KG, Index Weight = 1), meat_goat (1 KG, Index Weight = 1), millet (2.6 KG, Index Weight = 0.38), onions (0.5 KG, Index Weight = 2), oranges (400 G, Index Weight = 2.5), rice (2.8 KG, Index Weight = 0.36), salt (250 G, Index Weight = 4), sorghum (2.7 KG, Index Weight = 0.37), tomatoes (0.5 KG, Index Weight = 2), watermelons (2.1 KG, Index Weight = 0.48), yam (2.5 KG, Index Weight = 0.4)",Aug 2013,Jun 2025,20.89,35.15,0.91,0,,,,,,,,317.0,,,576.0,,,,,,136.85,139.62,133.66,133.66,8.61,8.8,657.14,691.86,622.43,631.16,9.51,8.9,850.89,867.67,797.52,797.52,12.01,9.6,117.7,121.08,112.58,112.58,16.26,8.4,359.05,371.77,345.9,345.9,11.45,8.9,828.04,844.9,793.64,793.64,11.76,9.5,837.3,853.45,799.74,799.74,10.88,9.5,337.84,354.46,317.0,317.0,7.46,9.1,71.55,73.38,67.9,67.9,11.39,9.7,62.59,63.8,59.83,59.83,11.8,9.1,712.75,741.51,576.94,576.94,-6.53,9.6,218.85,221.94,215.77,220.93,-1.76,9.8,295.56,307.84,283.28,285.05,12.99,9.0,36.27,37.5,35.05,35.32,16.11,9.1,119.81,122.62,113.98,113.98,13.07,8.7,307.13,331.89,282.37,303.87,17.03,9.0,0.69,0.7,0.66,0.66,7.61,9.2,2016-01
NGA,Nigeria,Abia,Oboma Ngwa,Aba,5.15,7.36,gid_5150000073600000,2016-02-01,2016,2,NGN,"bananas (1.3 KG, Index Weight = 0.77), beans (2.5 KG, Index Weight = 0.4), eggs (30 pcs, Index Weight = 0.33), fish (1 KG, Index Weight = 1), maize_flour (2.1 KG, Index Weight = 0.48), meat_beef (1 KG, Index Weight = 1), meat_goat (1 KG, Index Weight = 1), millet (2.6 KG, Index Weight = 0.38), onions (0.5 KG, Index Weight = 2), oranges (400 G, Index Weight = 2.5), rice (2.8 KG, Index Weight = 0.36), salt (250 G, Index Weight = 4), sorghum (2.7 KG, Index Weight = 0.37), tomatoes (0.5 KG, Index Weight = 2), watermelons (2.1 KG, Index Weight = 0.48), yam (2.5 KG, Index Weight = 0.4)",Aug 2013,Jun 2025,20.89,35.15,0.91,0,,,,,,,,,,,618.0,,,,,271.0,133.85,136.58,131.13,134.05,7.06,8.8,629.46,663.26,595.67,646.65,11.88,8.9,780.19,806.32,754.06,804.33,12.71,9.6,113.12,116.35,109.9,111.83,12.05,8.4,344.17,356.56,331.78,349.3,10.89,8.9,791.94,807.75,776.12,804.44,11.24,9.5,798.51,818.18,778.84,811.21,10.26,9.5,309.46,338.51,293.93,338.51,14.75,9.1,67.75,69.38,66.11,68.71,12.51,9.6,59.57,60.61,58.54,60.31,11.61,9.1,542.99,618.0,492.68,618.0,6.4,9.6,221.2,224.19,218.2,222.89,-0.6,9.9,284.8,296.79,272.82,288.46,13.57,9.0,35.79,36.78,34.79,35.03,12.84,9.1,113.08,116.35,109.8,113.31,9.89,8.7,306.78,319.24,271.0,271.0,1.5,9.0,0.65,0.67,0.64,0.67,8.18,9.2,2016-02
NGA,Nigeria,Abia,Oboma Ngwa,Aba,5.15,7.36,gid_5150000073600000,2016-03-01,2016,3,NGN,"bananas (1.3 KG, Index Weight = 0.77), beans (2.5 KG, Index Weight = 0.4), eggs (30 pcs, Index Weight = 0.33), fish (1 KG, Index Weight = 1), maize_flour (2.1 KG, Index Weight = 0.48), meat_beef (1 KG, Index Weight = 1), meat_goat (1 KG, Index Weight = 1), millet (2.6 KG, Index Weight = 0.38), onions (0.5 KG, Index Weight = 2), oranges (400 G, Index Weight = 2.5), rice (2.8 KG, Index Weight = 0.36), salt (250 G, Index Weight = 4), sorghum (2.7 KG, Index Weight = 0.37), tomatoes (0.5 KG, Index Weight = 2), watermelons (2.1 KG, Index Weight = 0.48), yam (2.5 KG, Index Weight = 0.4)",Aug 2013,Jun 2025,20.89,35.15,0.91,0,,,,,,,,,,,875.0,,,,,317.0,134.79,143.52,132.02,143.52,12.59,8.8,658.9,697.75,623.91,697.75,15.85,9.0,824.35,878.6,802.97,878.6,23.95,9.6,112.52,124.93,109.26,124.93,23.73,8.4,353.66,378.12,341.03,378.12,16.93,8.9,812.22,846.8,796.02,846.8,15.04,9.5,821.63,870.28,803.68,870.28,15.63,9.5,354.59,370.71,338.47,355.25,20.42,9.1,69.59,71.31,67.87,70.28,18.99,9.5,60.8,63.36,59.71,63.36,18.41,9.1,643.52,786.56,595.17,786.56,40.89,9.6,223.39,226.29,213.53,213.53,-5.05,10.0,293.26,310.84,281.03,310.84,18.6,9.0,35.5,37.68,34.47,37.68,22.68,9.1,114.08,127.82,111.46,127.82,22.3,8.7,269.61,317.0,251.77,317.0,30.73,9.0,0.68,0.71,0.67,0.71,13.81,9.2,2016-03
NGA,Nigeria,Abia,Oboma Ngwa,Aba,5.15,7.36,gid_5150000073600000,2016-04-01,2016,4,NGN,"bananas (1.3 KG, Index Weight = 0.77), beans (2.5 KG, Index Weight = 0.4), eggs (30 pcs, Index Weight = 0.33), fish (1 KG, Index Weight = 1), maize_flour (2.1 KG, Index Weight = 0.48), meat_beef (1 KG, Index Weight = 1), meat_goat (1 KG, Index Weight = 1), millet (2.6 KG, Index Weight = 0.38), onions (0.5 KG, Index Weight = 2), oranges (400 G, Index Weight = 2.5), rice (2.8 KG, Index Weight = 0.36), salt (250 G, Index Weight = 4), sorghum (2.7 KG, Index Weight = 0.37), tomatoes (0.5 KG, Index Weight = 2), watermelons (2.1 KG, Index Weight = 0.48), yam (2.5 KG, Index Weight = 0.4)",Aug 2013,Jun 2025,20.89,35.15,0.91,0,,,,,,,,363.0,,,,,,,,,148.08,152.51,145.37,152.51,21.12,8.8,724.77,762.59,686.95,719.65,16.73,8.9,905.16,936.24,874.08,911.29,31.22,9.6,130.86,135.79,127.94,135.79,38.89,8.4,395.24,408.69,381.79,391.11,20.85,8.9,871.05,895.69,854.61,895.69,23.9,9.5,895.71,921.17,870.25,909.4,22.72,9.5,360.87,378.07,343.67,363.07,19.39,9.1,71.46,73.29,69.64,71.39,23.89,9.4,64.72,65.73,63.71,64.64,23.07,9.1,855.26,920.4,790.12,878.87,61.59,9.6,212.0,215.6,207.5,207.5,-8.15,9.9,324.5,337.62,311.37,318.34,19.58,8.9,39.28,40.37,38.18,38.45,26.27,9.1,136.6,145.01,130.4,145.01,43.53,8.6,349.19,378.55,321.28,378.55,74.45,9.0,0.73,0.74,0.73,0.73,19.59,9.2,2016-04
NGA,Nigeria,Abia,Oboma Ngwa,Aba,5.15,7.36,gid_5150000073600000,2016-05-01,2016,5,NGN,"bananas (1.3 KG, Index Weight = 0.77), beans (2.5 KG, Index Weight = 0.4), eggs (30 pcs, Index Weight = 0.33), fish (1 KG, Index Weight = 1), maize_flour (2.1 KG, Index Weight = 0.48), meat_beef (1 KG, Index Weight = 1), meat_goat (1 KG, Index Weight = 1), millet (2.6 KG, Index Weight = 0.38), onions (0.5 KG, Index Weight = 2), oranges (400 G, Index Weight = 2.5), rice (2.8 KG, Index Weight = 0.36), salt (250 G, Index Weight = 4), sorghum (2.7 KG, Index Weight = 0.37), tomatoes (0.5 KG, Index Weight = 2), watermelons (2.1 KG, Index Weight = 0.48), yam (2.5 KG, Index Weight = 0.4)",Aug 2013,Jun 2025,20.89,35.15,0.91,0,,,,,,,,370.0,,,979.0,,,,,449.0,157.61,160.64,154.76,160.64,24.9,8.8,734.78,774.3,695.27,740.98,17.73,8.9,940.51,962.86,918.16,948.82,35.12,9.6,142.11,146.74,138.99,146.74,44.57,8.4,400.36,416.56,386.31,416.56,24.36,8.9,922.64,939.91,905.37,916.1,25.29,9.5,931.74,954.36,909.11,944.56,26.57,9.5,373.17,391.03,355.31,370.0,17.97,9.1,72.44,75.24,70.51,75.24,27.72,9.4,65.86,67.46,64.76,67.46,25.51,9.1,926.48,979.0,885.54,979.0,87.19,9.6,206.07,209.56,199.67,199.67,-10.49,9.9,324.89,338.44,311.34,335.98,21.84,8.9,39.68,42.06,38.16,42.06,28.76,9.1,154.71,159.8,149.62,153.37,49.38,8.6,428.69,450.81,406.57,449.0,88.66,9.0,0.75,0.76,0.75,0.76,22.67,9.2,2016-05
NGA,Nigeria,Abia,Oboma Ngwa,Aba,5.15,7.36,gid_5150000073600000,2016-06-01,2016,6,NGN,"bananas (1.3 KG, Index Weight = 0.77), beans (2.5 KG, Index Weight = 0.4), eggs (30 pcs, Index Weight = 0.33), fish (1 KG, Index Weight = 1), maize_flour (2.1 KG, Index Weight = 0.48), meat_beef (1 KG, Index Weight = 1), meat_goat (1 KG, Index Weight = 1), millet (2.6 KG, Index Weight = 0.38), onions (0.5 KG, Index Weight = 2), oranges (400 G, Index Weight = 2.5), rice (2.8 KG, Index Weight = 0.36), salt (250 G, Index Weight = 4), sorghum (2.7 KG, Index Weight = 0.37), tomatoes (0.5 KG, Index Weight = 2), watermelons (2.1 KG, Index Weight = 0.48), yam (2.5 KG, Index Weight = 0.4)",Aug 2013,Jun 2025,20.89,35.15,0.91,0,,,,,,,,,,,1090.0,,,,,476.0,165.05,168.06,162.04,163.07,25.27,8.8,756.12,797.33,702.62,702.62,10.43,8.9,985.3,1004.83,965.78,985.55,38.46,9.6,152.51,155.85,149.17,155.0,48.33,8.4,432.19,447.17,417.21,425.26,24.27,8.9,933.58,951.54,915.62,950.2,30.01,9.5,970.22,991.14,949.3,986.02,32.7,9.5,371.96,390.44,353.47,383.42,18.5,9.1,77.25,79.24,75.26,77.53,29.28,9.4,69.28,70.43,68.14,69.82,27.65,9.1,1027.96,1090.0,986.33,1090.0,108.02,9.6,198.29,201.83,191.37,191.37,-12.86,9.9,347.19,361.56,332.82,343.38,21.21,8.9,43.76,45.55,42.54,45.55,30.47,9.1,158.98,162.81,155.15,159.37,53.19,8.6,502.1,523.01,476.0,476.0,74.86,9.0,0.78,0.79,0.77,0.78,25.09,9.2,2016-06
NGA,Nigeria,Abia,Oboma Ngwa,Aba,5.15,7.36,gid_5150000073600000,2016-07-01,2016,7,NGN,"bananas (1.3 KG, Index Weight = 0.77), beans (2.5 KG, Index Weight = 0.4), eggs (30 pcs, Index Weight = 0.33), fish (1 KG, Index Weight = 1), maize_flour (2.1 KG, Index Weight = 0.48), meat_beef (1 KG, Index Weight = 1), meat_goat (1 KG, Index Weight = 1), millet (2.6 KG, Index Weight = 0.38), onions (0.5 KG, Index Weight = 2), oranges (400 G, Index Weight = 2.5), rice (2.8 KG, Index Weight = 0.36), salt (250 G, Index Weight = 4), sorghum (2.7 KG, Index Weight = 0.37), tomatoes (0.5 KG, Index Weight = 2), watermelons (2.1 KG, Index Weight = 0.48), yam (2.5 KG, Index Weight = 0.4)",Aug 2013,Jun 2025,20.89,35.15,0.91,0,,,,,,,,400.0,,,1094.0,,,,,480.0,165.52,168.6,162.44,166.19,24.63,8.8,696.07,769.79,657.12,769.79,17.63,8.9,1004.65,1023.3,986.0,990.76,32.16,9.6,160.27,163.87,156.41,156.41,40.21,8.4,432.77,448.2,417.34,442.75,23.43,8.9,969.58,988.37,950.8,955.48,27.01,9.5,1013.81,1034.36,993.27,995.49,30.14,9.5,396.34,415.69,376.98,400.0,19.76,9.1,79.06,81.18,76.93,78.6,27.42,9.4,71.54,72.78,70.29,70.72,24.34,9.1,1141.32,1188.04,1094.0,1094.0,82.64,9.6,189.69,195.96,186.06,195.96,-6.91,9.9,349.82,364.68,335.0,364.68,20.72,9.0,47.44,49.12,45.75,47.95,22.16,9.1,163.77,167.32,160.22,161.64,50.44,8.7,496.53,519.06,474.0,480.0,59.2,9.0,0.8,0.81,0.78,0.8,24.15,9.2,2016-07
NGA,Nigeria,Abia,Oboma Ngwa,Aba,5.15,7.36,gid_5150000073600000,2016-08-01,2016,8,NGN,"bananas (1.3 KG, Index Weight = 0.77), beans (2.5 KG, Index Weight = 0.4), eggs (30 pcs, Index Weight = 0.33), fish (1 KG, Index Weight = 1), maize_flour (2.1 KG, Index Weight = 0.48), meat_beef (1 KG, Index Weight = 1), meat_goat (1 KG, Index Weight = 1), millet (2.6 KG, Index Weight = 0.38), onions (0.5 KG, Index Weight = 2), oranges (400 G, Index Weight = 2.5), rice (2.8 KG, Index Weight = 0.36), salt (250 G, Index Weight = 4), sorghum (2.7 KG, Index Weight = 0.37), tomatoes (0.5 KG, Index Weight = 2), watermelons (2.1 KG, Index Weight = 0.48), yam (2.5 KG, Index Weight = 0.4)",Aug 2013,Jun 2025,20.89,35.15,0.91,0,,,,,,,,,,,1305.0,,,,,,168.3,171.49,163.54,163.54,22.39,8.8,804.32,846.05,762.58,799.59,18.96,8.9,1009.2,1028.39,990.01,1005.97,31.9,9.6,158.98,162.64,151.3,151.3,35.76,8.4,454.61,480.69,438.42,480.69,32.21,8.9,968.21,987.31,949.1,951.49,27.75,9.5,1012.83,1033.08,992.58,994.55,31.89,9.5,406.14,426.63,385.65,422.67,20.05,9.1,79.7,81.93,77.48,79.05,27.98,9.4,72.04,73.35,70.58,70.58,24.24,9.1,1093.51,1305.0,1053.5,1305.0,111.17,9.6,196.54,200.4,192.68,195.74,-7.07,9.9,377.52,393.3,361.75,383.81,24.1,9.0,48.97,50.63,47.31,47.97,22.88,9.1,164.19,167.79,156.28,156.28,43.43,8.7,473.48,493.88,446.11,446.11,31.8,9.0,0.81,0.83,0.79,0.81,25.65,9.2,2016-08
NGA,Nigeria,Abia,Oboma Ngwa,Aba,5.15,7.36,gid_5150000073600000,2016-09-01,2016,9,NGN,"bananas (1.3 KG, Index Weight = 0.77), beans (2.5 KG, Index Weight = 0.4), eggs (30 pcs, Index Weight = 0.33), fish (1 KG, Index Weight = 1), maize_flour (2.1 KG, Index Weight = 0.48), meat_beef (1 KG, Index Weight = 1), meat_goat (1 KG, Index Weight = 1), millet (2.6 KG, Index Weight = 0.38), onions (0.5 KG, Index Weight = 2), oranges (400 G, Index Weight = 2.5), rice (2.8 KG, Index Weight = 0.36), salt (250 G, Index Weight = 4), sorghum (2.7 KG, Index Weight = 0.37), tomatoes (0.5 KG, Index Weight = 2), watermelons (2.1 KG, Index Weight = 0.48), yam (2.5 KG, Index Weight = 0.4)",Aug 2013,Jun 2025,20.89,35.15,0.91,0,,,,,,,,,,,1357.0,,,,,409.0,164.02,167.13,160.91,165.62,20.61,8.8,818.54,883.29,774.62,883.29,28.9,8.9,1022.38,1044.82,1003.66,1044.82,30.69,9.6,151.52,154.91,148.13,149.31,28.32,8.4,503.23,520.66,485.81,496.65,35.02,8.9,956.37,991.04,937.17,991.04,26.67,9.5,1008.08,1048.15,988.14,1048.15,33.05,9.5,440.21,462.0,418.41,456.83,24.83,9.1,79.94,82.25,77.64,81.72,23.11,9.3,71.29,72.61,69.96,72.49,21.57,9.1,1402.83,1527.92,1277.74,1348.54,118.21,9.6,196.03,202.56,192.41,202.56,-7.36,9.9,395.47,412.21,378.73,409.11,32.18,8.9,47.78,48.99,45.01,45.01,22.47,9.1,155.16,159.6,150.72,158.21,34.4,8.6,418.89,439.85,397.94,409.0,9.07,9.0,0.82,0.84,0.8,0.84,25.49,9.2,2016-09
NGA,Nigeria,Abia,Oboma Ngwa,Aba,5.15,7.36,gid_5150000073600000,2016-10-01,2016,10,NGN,"bananas (1.3 KG, Index Weight = 0.77), beans (2.5 KG, Index Weight = 0.4), eggs (30 pcs, Index Weight = 0.33), fish (1 KG, Index Weight = 1), maize_flour (2.1 KG, Index Weight = 0.48), meat_beef (1 KG, Index Weight = 1), meat_goat (1 KG, Index Weight = 1), millet (2.6 KG, Index Weight = 0.38), onions (0.5 KG, Index Weight = 2), oranges (400 G, Index Weight = 2.5), rice (2.8 KG, Index Weight = 0.36), salt (250 G, Index Weight = 4), sorghum (2.7 KG, Index Weight = 0.37), tomatoes (0.5 KG, Index Weight = 2), watermelons (2.1 KG, Index Weight = 0.48), yam (2.5 KG, Index Weight = 0.4)",Aug 2013,Jun 2025,20.89,35.15,0.91,0,,,,,,,,452.0,,,,,,,,,167.03,170.21,163.84,167.75,21.03,8.8,925.53,973.66,877.4,894.65,30.87,8.9,1069.8,1096.47,1048.25,1096.47,30.26,9.6,150.11,153.53,146.7,152.74,28.37,8.4,508.2,526.38,490.03,504.15,36.44,8.9,1013.37,1032.96,993.78,1032.38,26.94,9.5,1078.28,1103.07,1053.49,1090.94,33.17,9.5,471.28,495.01,447.55,452.0,24.85,9.1,83.38,87.62,80.97,87.62,24.35,9.3,73.83,75.78,72.44,75.78,22.04,9.1,1358.12,1430.24,1286.0,1345.2,110.19,9.6,203.6,207.54,199.67,206.2,-5.25,9.8,423.54,441.47,405.61,408.56,32.64,8.9,43.77,44.96,42.59,43.98,17.63,9.1,160.72,164.54,156.89,163.84,36.34,8.6,382.14,418.72,365.47,418.72,18.28,9.0,0.86,0.88,0.85,0.86,26.31,9.2,2016-10
NGA,Nigeria,Abia,Oboma Ngwa,Aba,5.15,7.36,gid_5150000073600000,2016-11-01,2016,11,NGN,"bananas (1.3 KG, Index Weight = 0.77), beans (2.5 KG, Index Weight = 0.4), eggs (30 pcs, Index Weight = 0.33), fish (1 KG, Index Weight = 1), maize_flour (2.1 KG, Index Weight = 0.48), meat_beef (1 KG, Index Weight = 1), meat_goat (1 KG, Index Weight = 1), millet (2.6 KG, Index Weight = 0.38), onions (0.5 KG, Index Weight = 2), oranges (400 G, Index Weight = 2.5), rice (2.8 KG, Index Weight = 0.36), salt (250 G, Index Weight = 4), sorghum (2.7 KG, Index Weight = 0.37), tomatoes (0.5 KG, Index Weight = 2), watermelons (2.1 KG, Index Weight = 0.48), yam (2.5 KG, Index Weight = 0.4)",Aug 2013,Jun 2025,20.89,35.15,0.91,0,,,,,,,,528.0,,,1429.0,,,,,,169.96,173.22,166.69,173.04,27.49,8.8,907.21,1008.95,858.01,1008.95,52.43,8.9,1130.82,1154.72,1106.92,1121.75,34.54,9.6,155.66,159.22,152.1,156.47,36.66,8.3,511.76,544.35,493.13,544.35,52.72,8.8,1058.49,1079.04,1037.93,1059.38,29.99,9.5,1116.99,1140.21,1093.78,1123.19,36.33,9.5,456.1,522.66,432.48,522.66,49.28,9.1,90.49,92.94,88.04,90.69,30.84,9.3,77.68,79.11,76.24,78.11,27.76,9.1,1334.18,1429.0,1288.97,1429.0,101.84,9.6,207.26,211.08,203.44,209.35,-4.52,9.8,411.19,446.84,393.21,446.84,51.13,8.9,43.4,45.79,41.7,45.79,28.32,9.1,168.03,171.85,164.22,166.69,42.79,8.6,416.49,440.01,392.97,408.12,39.77,9.0,0.88,0.9,0.86,0.9,32.47,9.2,2016-11
NGA,Nigeria,Abia,Oboma Ngwa,Aba,5.15,7.36,gid_5150000073600000,2016-12-01,2016,12,NGN,"bananas (1.3 KG, Index Weight = 0.77), beans (2.5 KG, Index Weight = 0.4), eggs (30 pcs, Index Weight = 0.33), fish (1 KG, Index Weight = 1), maize_flour (2.1 KG, Index Weight = 0.48), meat_beef (1 KG, Index Weight = 1), meat_goat (1 KG, Index Weight = 1), millet (2.6 KG, Index Weight = 0.38), onions (0.5 KG, Index Weight = 2), oranges (400 G, Index Weight = 2.5), rice (2.8 KG, Index Weight = 0.36), salt (250 G, Index Weight = 4), sorghum (2.7 KG, Index Weight = 0.37), tomatoes (0.5 KG, Index Weight = 2), watermelons (2.1 KG, Index Weight = 0.48), yam (2.5 KG, Index Weight = 0.4)",Aug 2013,Jun 2025,20.89,35.15,0.91,0,,,,,,,,499.0,,,1429.0,,,,,379.0,176.03,179.41,170.69,170.69,25.45,8.8,1065.72,1119.62,958.58,958.58,46.65,8.9,1144.95,1166.96,1108.71,1108.71,32.08,9.6,159.76,163.49,154.72,154.72,33.25,8.4,568.42,588.3,526.78,526.78,47.87,8.9,1078.93,1100.39,1057.16,1057.16,29.0,9.5,1150.16,1172.15,1116.05,1116.05,34.96,9.5,560.79,585.66,499.0,499.0,47.71,9.1,92.63,95.24,90.01,90.53,28.4,9.4,79.99,81.54,77.83,77.83,25.86,9.1,1455.55,1518.15,1392.95,1429.0,101.84,9.6,209.88,213.56,206.19,209.2,-4.37,9.8,467.47,486.78,429.09,429.09,46.25,8.9,46.85,48.09,45.26,45.26,25.9,9.1,169.62,173.31,163.84,163.84,38.73,8.6,413.34,430.0,379.0,379.0,22.63,9.0,0.93,0.95,0.89,0.89,30.38,9.2,2016-12
